Accident_severity,Number_of_casualties,Time,Day_of_week,Area_accident_occured,Types_of_Junction,Road_allignment,Lanes_or_Medians,Weather_conditions,Light_conditions,Road_surface_conditions,Type_of_collision,Vehicle_movement,Cause_of_accident,Age_band_of_driver,Driving_experience,Sex_of_driver,Type_of_vehicle,Hour,Time_period,severity_score,is_weekend
slight injury,1,1900-01-01 14:58:00,monday,office areas,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,collision with roadside objects,going straight,moving backward,31-50,5-10yr,male,taxi,14,afternoon,1,False
slight injury,1,1900-01-01 09:30:00,monday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,no priority to vehicle,31-50,1-2yr,male,automobile,9,morning,1,False
slight injury,1,1900-01-01 17:45:00,wednesday,other,crossing,tangent road with flat terrain,one way,normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,no distancing,31-50,5-10yr,male,automobile,17,afternoon,1,False
slight injury,1,1900-01-01 17:45:00,wednesday,office areas,crossing,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,driving carelessly,18-30,2-5yr,male,automobile,17,afternoon,1,False
slight injury,1,1900-01-01 19:15:00,thursday,office areas,y shape,tangent road with flat terrain,undivided two way,raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,changing lane to the left,18-30,5-10yr,male,pick up upto 10q,19,evening,1,False
slight injury,1,1900-01-01 10:41:00,friday,other,crossing,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,reversing,no priority to vehicle,31-50,2-5yr,male,automobile,10,morning,1,False
slight injury,1,1900-01-01 21:15:00,friday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,dry,vehicle with vehicle collision,moving backward,no priority to vehicle,31-50,above 10yr,male,automobile,21,evening,1,False
slight injury,1,1900-01-01 21:15:00,friday,residential areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,dry,collision with pedestrians,overtaking,no distancing,18-30,below 1yr,male,public (12 seats),21,evening,1,False
slight injury,1,1900-01-01 21:05:00,sunday,other,crossing,tangent road with flat terrain,undivided two way,raining and windy,darkness - lights lit,dry,vehicle with vehicle collision,going straight,driving to the left,31-50,below 1yr,male,public (13?45 seats),21,evening,1,True
slight injury,1,1900-01-01 21:05:00,sunday,office areas,crossing,tangent road with flat terrain,undivided two way,raining and windy,darkness - lights lit,dry,collision with roadside objects,going straight,driving carelessly,18-30,5-10yr,female,lorry (11?40q),21,evening,1,True
slight injury,2,1900-01-01 21:30:00,saturday,office areas,crossing,tangent road with flat terrain,undivided two way,normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,driving carelessly,under 18,2-5yr,male,stationwagen,21,evening,1,True
slight injury,2,1900-01-01 21:30:00,saturday,other,crossing,tangent road with flat terrain,undivided two way,normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,changing lane to the right,18-30,5-10yr,male,ridden horse,21,evening,1,True
slight injury,1,1900-01-01 16:55:00,wednesday,other,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,driving carelessly,18-30,no licence,male,stationwagen,16,afternoon,1,False
slight injury,1,1900-01-01 12:15:00,monday,other,y shape,tangent road with flat terrain,undivided two way,normal,daylight,dry,vehicle with vehicle collision,going straight,changing lane to the left,18-30,above 10yr,male,automobile,12,afternoon,1,False
slight injury,1,1900-01-01 12:15:00,monday,office areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,driving carelessly,31-50,above 10yr,male,automobile,12,afternoon,1,False
slight injury,1,1900-01-01 17:35:00,wednesday,office areas,crossing,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,driving carelessly,over 51,above 10yr,male,other,17,afternoon,1,False
slight injury,1,1900-01-01 17:35:00,wednesday,other,crossing,steep grade downward with mountainous terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,driving under the influence of drugs,31-50,above 10yr,male,taxi,17,afternoon,1,False
slight injury,1,1900-01-01 09:51:00,tuesday,church areas,crossing,tangent road with flat terrain,other,normal,daylight,dry,vehicle with vehicle collision,going straight,driving carelessly,31-50,5-10yr,male,automobile,9,morning,1,False
slight injury,1,1900-01-01 09:51:00,tuesday,industrial areas,crossing,tangent road with flat terrain,undivided two way,normal,daylight,dry,vehicle with vehicle collision,going straight,no distancing,31-50,below 1yr,male,stationwagen,9,morning,1,False
slight injury,1,1900-01-01 16:20:00,wednesday,other,y shape,tangent road with flat terrain,undivided two way,normal,daylight,dry,collision with roadside objects,other,driving carelessly,31-50,2-5yr,male,automobile,16,afternoon,1,False
slight injury,1,1900-01-01 16:20:00,wednesday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,driving to the left,18-30,5-10yr,male,public (12 seats),16,afternoon,1,False
slight injury,1,1900-01-01 02:19:00,thursday,office areas,y shape,tangent road with mountainous terrain and,undivided two way,normal,darkness - lights lit,dry,collision with roadside objects,moving backward,overtaking,18-30,1-2yr,female,automobile,2,night,1,False
slight injury,1,1900-01-01 18:00:00,wednesday,other,y shape,tangent road with flat terrain,one way,raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,other,no distancing,18-30,1-2yr,male,automobile,18,evening,1,False
slight injury,1,1900-01-01 18:00:00,wednesday,recreational areas,y shape,steep grade downward with mountainous terrain,undivided two way,raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,driving carelessly,18-30,1-2yr,male,lorry (41?100q),18,evening,1,False
slight injury,1,1900-01-01 12:00:00,sunday,other,no junction,steep grade downward with mountainous terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,no priority to vehicle,18-30,5-10yr,male,automobile,12,afternoon,1,True
slight injury,1,1900-01-01 19:31:00,thursday,church areas,no junction,tangent road with flat terrain,two-way (divided with broken lines road marking),raining,darkness - lights lit,wet or damp,collision with pedestrians,going straight,no priority to vehicle,18-30,above 10yr,male,public (> 45 seats),19,evening,1,False
slight injury,1,1900-01-01 19:31:00,thursday,residential areas,no junction,tangent road with flat terrain,undivided two way,raining,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,no priority to vehicle,18-30,above 10yr,male,automobile,19,evening,1,False
slight injury,1,1900-01-01 15:33:00,thursday,office areas,crossing,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,no priority to vehicle,18-30,5-10yr,male,public (12 seats),15,afternoon,1,False
slight injury,1,1900-01-01 15:33:00,thursday,other,crossing,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,no distancing,18-30,2-5yr,male,public (12 seats),15,afternoon,1,False
slight injury,1,1900-01-01 14:50:00,friday,office areas,y shape,tangent road with flat terrain,undivided two way,normal,daylight,dry,collision with pedestrians,going straight,moving backward,over 51,below 1yr,male,automobile,14,afternoon,1,False
slight injury,1,1900-01-01 10:50:00,saturday,office areas,y shape,tangent road with flat terrain,other,windy,daylight,wet or damp,collision with roadside objects,going straight,no distancing,31-50,1-2yr,male,automobile,10,morning,1,True
slight injury,1,1900-01-01 18:52:00,saturday,other,no junction,escarpments,one way,normal,darkness - lights lit,wet or damp,vehicle with vehicle collision,going straight,changing lane to the left,31-50,5-10yr,male,automobile,18,evening,1,True
slight injury,1,1900-01-01 16:50:00,saturday,residential areas,y shape,tangent road with flat terrain,undivided two way,normal,darkness - lights lit,dry,vehicle with vehicle collision,other,changing lane to the left,18-30,below 1yr,male,lorry (41?100q),16,afternoon,1,True
slight injury,1,1900-01-01 16:50:00,saturday,recreational areas,y shape,tangent road with flat terrain,one way,normal,darkness - lights lit,dry,vehicle with vehicle collision,reversing,no priority to pedestrian,31-50,5-10yr,male,public (12 seats),16,afternoon,1,True
slight injury,1,1900-01-01 09:55:00,saturday,church areas,y shape,tangent road with flat terrain,undivided two way,normal,daylight,dry,vehicle with vehicle collision,other,moving backward,31-50,2-5yr,male,lorry (11?40q),9,morning,1,True
slight injury,1,1900-01-01 09:10:00,friday,other,no junction,tangent road with flat terrain,one way,raining,daylight,wet or damp,vehicle with vehicle collision,other,changing lane to the left,31-50,5-10yr,male,automobile,9,morning,1,False
slight injury,1,1900-01-01 09:10:00,friday,other,no junction,tangent road with flat terrain,undivided two way,raining,daylight,wet or damp,vehicle with vehicle collision,reversing,no distancing,31-50,5-10yr,male,automobile,9,morning,1,False
slight injury,2,1900-01-01 18:09:00,monday,other,crossing,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,no priority to vehicle,over 51,above 10yr,male,automobile,18,evening,1,False
slight injury,2,1900-01-01 18:09:00,monday,residential areas,crossing,tangent road with flat terrain,other,normal,darkness - lights lit,dry,collision with roadside objects,going straight,changing lane to the right,18-30,1-2yr,male,bajaj,18,evening,1,False
slight injury,2,1900-01-01 18:09:00,monday,school areas,crossing,tangent road with flat terrain,other,normal,darkness - lights lit,dry,collision with roadside objects,going straight,no distancing,18-30,below 1yr,male,public (12 seats),18,evening,1,False
slight injury,1,1900-01-01 12:55:00,monday,church areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,no distancing,31-50,above 10yr,male,lorry (11?40q),12,afternoon,1,False
slight injury,1,1900-01-01 18:00:00,tuesday,other,y shape,tangent road with flat terrain,other,normal,darkness - lights lit,dry,vehicle with vehicle collision,turnover,getting off the vehicle improperly,18-30,1-2yr,male,automobile,18,evening,1,False
slight injury,1,1900-01-01 18:00:00,tuesday,other,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,no priority to pedestrian,18-30,2-5yr,male,automobile,18,evening,1,False
slight injury,1,1900-01-01 11:30:00,tuesday,office areas,y shape,tangent road with flat terrain,undivided two way,normal,daylight,dry,vehicle with vehicle collision,going straight,changing lane to the left,31-50,5-10yr,male,automobile,11,morning,1,False
slight injury,1,1900-01-01 10:30:00,wednesday,office areas,y shape,tangent road with flat terrain,two-way (divided with broken lines road marking),normal,daylight,dry,vehicle with vehicle collision,going straight,no distancing,31-50,2-5yr,male,lorry (11?40q),10,morning,1,False
slight injury,1,1900-01-01 18:36:00,thursday,other,other,tangent road with flat terrain,undivided two way,normal,darkness - lights lit,dry,rollover,going straight,driving carelessly,31-50,above 10yr,male,lorry (41?100q),18,evening,1,False
slight injury,1,1900-01-01 18:36:00,thursday,hospital areas,other,tangent road with flat terrain,undivided two way,normal,darkness - lights lit,dry,vehicle with vehicle collision,going straight,no distancing,31-50,1-2yr,male,pick up upto 10q,18,evening,1,False
